changed_files	id	span	title
2	61915772	0 days 06:37:54.000000000	Update pysam
1	61903074	0 days 00:25:13.000000000	Fix typo in quast meta.yaml 
3	61899374	0 days 00:16:50.000000000	New: rdflib python dep for cwltool
10	61842985	0 days 00:16:33.000000000	add planemo and galaxy-lib
2	61842447	0 days 00:06:31.000000000	Cgatreport
2	61841912	0 days 00:02:58.000000000	 add web.py
2	61840704	0 days 00:08:06.000000000	 add ggplot
9	61839160	0 days 00:31:22.000000000	New dependencies for cwltool and cwl-runner
0	61825341	0 days 00:03:27.000000000	add missing windows file for tabulate
3	61822605	0 days 00:10:46.000000000	Add pomegranate
3	61822153	0 days 00:12:46.000000000	Add yahmm
4	61808246	0 days 00:13:55.000000000	Arvados python client
9	61806708	0 days 00:05:48.000000000	add new and old vegan version
4	61797421	0 days 00:06:14.000000000	add yaml dependency to bioperl
14	61794501	0 days 00:17:20.000000000	Backported tools
1	61792210	0 days 00:10:52.000000000	rebuild
2	61787325	0 days 00:23:37.000000000	add collectl
3	61782701	0 days 09:04:18.000000000	Add pypore
3	61773307	2 days 22:13:30.000000000	Add hurry.filesize.
0	61773278	60 days 18:30:20.000000000	wtforms-alchemy and deps.
0	61773223	1 days 03:58:36.000000000	ggplot bump to 2.1
6	61751544	0 days 01:56:33.000000000	add spectacle
2	61740651	0 days 02:12:42.000000000	add fastool
2	61739330	0 days 01:34:10.000000000	add parafly
1	61736630	0 days 04:47:29.000000000	bump geneimpacts
2	61736485	0 days 03:36:00.000000000	add slclust
4	61734211	0 days 00:32:48.000000000	Add sortmerna 2.1b version
2	61733713	1 days 19:08:01.000000000	 add brewer2mpl recipe
2	61714501	3 days 00:43:11.000000000	add rainbow tool for RAD
1	61712338	0 days 02:02:11.000000000	samtools 0.1.19 requires ncurses
4	61693125	3 days 04:09:28.000000000	Recipe for Express + fix for trinity
1	61653062	0 days 01:03:16.000000000	Cnvkit 78
0	61621964	0 days 00:31:56.000000000	add dreamtoos/bioservices and dependencies in osx whitelist
1	61600784	0 days 00:43:04.000000000	Add bwa 0.7.13
2	61582027	0 days 19:30:44.000000000	add mawk tool
2	61581496	0 days 22:15:50.000000000	add pyrad tool
12	61550111	0 days 00:13:31.000000000	add maldiquant R packages
3	61522772	0 days 00:36:12.000000000	Add swga recipe
0	61497570	4 days 11:26:23.000000000	Stacks support
14	61488517	2 days 14:34:32.000000000	[MRG] fastx_toolkit: added osx compatibility
3	61487648	2 days 14:41:37.000000000	[MRG] bowtie: added osx compatibility
6	61441254	2 days 22:44:36.000000000	Add qiime to os-whitelist
3	61424539	0 days 00:44:35.000000000	Add recipe for Picard 1.97
1	61421655	14 days 00:54:13.000000000	bump cyvcf2
6	61398120	0 days 00:18:16.000000000	More swga deps
2	61381759	1 days 04:46:28.000000000	add some util scripts to bin dir
3	61380621	0 days 00:19:56.000000000	Dependencies for arvados python client, ciso8601 and updated google-api-python-client
3	61375761	0 days 00:09:14.000000000	add esmre package
3	61371832	0 days 03:06:09.000000000	Add melt
1	61347182	1 days 19:05:50.000000000	Updated recipes/star/meta.yaml to reflect latest star release.
6	61313002	0 days 11:30:48.000000000	Add swga deps
1	61306573	0 days 04:37:51.000000000	Add fitter to osx whitelist
2	61302427	0 days 01:38:49.000000000	Add recipe for Java JDK 6.0.77
2	61282863	0 days 00:34:09.000000000	Ant 1.9.6
100	61266088	0 days 00:48:03.000000000	Add PSL-related ucsc commands.
1	61254367	0 days 00:22:26.000000000	deepTools 2.2.0
1	61217807	0 days 00:10:19.000000000	Bumped msprime to 0.1.8.
3	61170240	0 days 01:01:57.000000000	Add recipe for BEDTools 2.17.0
442	61162872	0 days 17:02:43.000000000	Added missing ucsc tools.
3	61162567	0 days 00:31:38.000000000	Add recipe for IGVTools 2.3.16
2	61155952	0 days 23:02:01.000000000	Add QUAST recipe
1	61146261	0 days 01:09:23.000000000	Bump spades to 3.7.0
1	61084468	0 days 00:13:00.000000000	Bump py-graphviz
2	61003259	0 days 00:08:34.000000000	add goseq
3	60996993	0 days 00:15:18.000000000	add biasedurn
2	60994770	0 days 00:06:13.000000000	add geneLenDatabase
4	60987896	0 days 00:10:25.000000000	Update: vardict, vardict-java, bcbio, bcbio-vm
10	60978630	0 days 00:46:17.000000000	add versions 490 and 719 of lastal, change patching
3	60969761	0 days 08:46:13.000000000	Add mgkit
3	60966206	0 days 00:08:11.000000000	Taxtastic
2	60913641	0 days 00:37:01.000000000	Add recipe for Perl Authen::SASL::SASLprep 1.011
2	60902888	0 days 00:31:46.000000000	Add recipe for Perl Unicode::Stringprep 1.105
3	60889502	0 days 00:40:10.000000000	Add recipe for Perl Test::NoWarnings 1.04
3	60812349	0 days 03:42:03.000000000	Added recipe for MultiQC
3	60767151	0 days 08:44:24.000000000	Add samsifter
2	60763789	0 days 00:22:56.000000000	Add recipe for Perl PBKDF2::Tiny 0.005
3	60763540	0 days 08:30:43.000000000	Add phylotoast recipe
2	60753803	0 days 00:27:29.000000000	Add recipe for Perl Moo 2.000002
2	60741882	0 days 00:30:08.000000000	Add recipe for Perl Devel::GlobalDestruction 0.13
2	60729977	0 days 00:50:32.000000000	Add recipe for Perl Sub::Exporter::Progressive 0.001011
0	60719700	0 days 00:24:21.000000000	add seqtk to osx
3	60714217	0 days 01:27:58.000000000	add r-empiricalfdr.deseq2
2	60670768	0 days 00:17:57.000000000	Add mcl recipe
1	60614778	0 days 15:06:02.000000000	Add cnvkit 77
2	60601547	0 days 16:28:22.000000000	Add recipe for Perl Class::Method::Modifiers 2.11
2	60593552	0 days 00:23:57.000000000	Add recipe for Perl Test::Requires 0.10
2	60583387	0 days 00:31:46.000000000	Add recipe for Perl Module::Runtime 0.014
2	60577160	0 days 00:25:40.000000000	Add recipe for Perl Role::Tiny 2.000001
1	60551842	0 days 00:21:35.000000000	bump geneimpacts
1	60536457	0 days 00:26:25.000000000	Update bcbio report
3	60514965	0 days 01:07:03.000000000	New: SNAP aligner. Update: bcbio-nextgen-vm
2	60432743	0 days 00:22:56.000000000	Add recipe for Perl Test::Fatal 0.014
2	60417914	0 days 00:19:31.000000000	Add recipe for Perl Try::Tiny 0.24
2	60412019	0 days 00:17:00.000000000	Add recipe for Perl Path::Tiny 0.076
2	60401590	0 days 00:45:23.000000000	Add recipe for Perl IO::Socket::SSL 2.024
2	60394905	0 days 00:19:08.000000000	Add recipe for Perl Net::SSLeay 1.72
2	60387775	0 days 00:19:59.000000000	Add recipe for Perl Config::Autoconf 0.311
2	60380105	0 days 00:25:42.000000000	Add recipe for Perl Capture::Tiny 0.34
21	60361713	0 days 00:56:12.000000000	Add DT R package and dependencies
1	60358148	0 days 00:14:18.000000000	Add sqlalchemy-datatables to osx.
1	60351447	0 days 00:19:29.000000000	Fix accidental force push of flask osx builds to master.
1	60346943	1 days 06:25:56.000000000	Bump bowtie2 version
1	60322279	0 days 00:09:03.000000000	Require gawk for lumpyexpress (chapmanb/bcbio-nextgen#1236)
0	60319790	0 days 00:07:24.000000000	add dreamtools recipes
0	60301470	0 days 00:27:28.000000000	update biokit version
2	60231531	0 days 00:40:38.000000000	Remove rust from docker / travis setup
0	60227605	0 days 00:23:25.000000000	add fitter recipe
3	60204218	0 days 03:05:38.000000000	Add flask-bower.
0	60195122	0 days 00:11:59.000000000	add a recipe for synapseclient
1	60189318	0 days 00:22:15.000000000	gemini 0.18.2
0	60183635	0 days 00:07:20.000000000	add python2.7 build to backports.csv
0	60173492	0 days 00:05:06.000000000	add recipe for backports.csv (python3 only) required by synapseclient
3	60158502	0 days 00:10:05.000000000	gawk: GNU awk dependency for lumpyexpress (chapmanb/bcbio-nextgen#1236)
1	60110547	0 days 00:06:06.000000000	Bump Stringtie to v1.2.2.
0	60066550	0 days 00:08:37.000000000	add ggrepel, ggtree, ggplot to osx
0	60065969	0 days 00:11:34.000000000	add ggrepel package
0	60065241	0 days 00:05:50.000000000	ggtree
1	59970201	0 days 00:09:57.000000000	added note about wrapper script used for older version of Trinity
1	59969883	0 days 00:55:43.000000000	bump gemini to pre 0.18.2
0	59958698	0 days 00:15:36.000000000	bump dad2 to 0.10.4
3	59940722	0 days 08:04:10.000000000	Add poa
2	59897173	0 days 00:17:46.000000000	add show-aligns to MUMmer binaries to symlink to bin/
0	59856355	0 days 00:37:50.000000000	add biokit recipe
2	59852814	0 days 00:38:41.000000000	mummer build directory is preserved in opt/, and symlinks are placed in bin/ for the mummer binaries
0	59838460	0 days 01:19:58.000000000	update to 0.10.3
1	59828894	0 days 01:13:32.000000000	trinity wrapper script now changes cwd
2	59826427	0 days 00:23:20.000000000	add MUMmer to OSX whitelist
0	59805676	0 days 00:07:45.000000000	add bioservices recipe
0	59789360	0 days 00:39:43.000000000	increment version build grequests.
0	59775208	0 days 00:23:24.000000000	add bioservices recipe and fixing grequests
0	59763670	13 days 02:38:45.000000000	add skewer 0.1.126 (stable release)
0	59729824	0 days 00:35:31.000000000	add new recipe for colormap
0	59713763	0 days 00:40:32.000000000	add new recipe for easydev and fix grequests (run)
0	59693692	0 days 00:38:56.000000000	add suds-jurko recipe
0	59682824	0 days 00:47:04.000000000	add recipes for requests-cache
1	59676549	0 days 04:14:15.000000000	Bump bcbio.rnaseq to 1.1.0.
0	59671548	0 days 00:24:35.000000000	add a new recipe for grequest
0	59653799	0 days 00:26:37.000000000	add a new recipe for geven
3	59559023	0 days 09:16:36.000000000	Add links scaffolder
3	59549874	0 days 00:22:57.000000000	Add recipe for seedme.org Python client 1.2.0
1	59511020	0 days 00:18:34.000000000	manta: update to 0.29.3 (Illumina/manta#29)
2	59500841	243 days 14:29:12.000000000	Add pandaseq
2	59466088	0 days 12:09:15.000000000	Upgrade RSEM to 1.2.28
3	59371223	0 days 00:07:26.000000000	Add genomebaser
3	59369525	0 days 00:11:01.000000000	Add genometools
9	59359700	0 days 00:33:13.000000000	Add checkm-genome with deps.
2	59355592	0 days 00:18:51.000000000	Pass arguments to seqlogo
2	59347208	0 days 01:41:11.000000000	update chanjo to v3.3.0
4	59301580	0 days 01:55:50.000000000	Add old stable hmmer 2
3	59261422	0 days 00:50:57.000000000	Add perl-filesys-df
3	59225680	0 days 10:49:51.000000000	Add pyDOE
1	59158563	0 days 00:55:52.000000000	Update: bcbio to new release
1	59094219	0 days 23:26:31.000000000	added r-pcapp to osx-whitelist
1	59028216	0 days 00:10:05.000000000	Bump deeptools
2	59018032	0 days 00:07:02.000000000	Add abricate
3	59009356	0 days 00:05:13.000000000	Add fastdtw
3	58960398	0 days 00:10:11.000000000	Add Pilon
4	58936771	0 days 22:01:09.000000000	Add recipes for pdfkit and wkhtmltopdf
2	58926206	0 days 00:27:09.000000000	Add recipe for NASM 2.11.08
1	58924377	0 days 00:20:08.000000000	Add a .nojekyll file to bioconda.github.io
2	58830442	0 days 00:05:16.000000000	Add recipe for Yasm 1.3.0
9	58783378	0 days 00:18:06.000000000	"Revert ""Revert ""Docs"""""
8	58768183	0 days 00:12:11.000000000	Bioconductor ChIPseeker
2	58765492	0 days 00:11:04.000000000	add bioconductor-rgraphviz
30	58756416	0 days 00:39:50.000000000	Adding various flask extensions.
3	58730479	0 days 00:12:53.000000000	Recipe updates: bcbio-vm, gemini, battenberg
3	58718415	0 days 00:03:19.000000000	Add ped_parser
9	58711551	0 days 00:09:11.000000000	"Revert ""Docs"""
2	58682202	0 days 00:13:28.000000000	Add lrzip
12	58680846	0 days 01:19:02.000000000	add common annotation packages
4	58677020	0 days 00:08:07.000000000	add bioconductor clusterProfiler and DOSE
10	58674163	0 days 00:07:41.000000000	dependencies for bioconductor clusterProfiler
3	58606152	0 days 00:40:13.000000000	Add perl-bloom-faster
2	58597115	0 days 00:51:09.000000000	Add sqlitebrowser
3	58596738	0 days 00:06:47.000000000	New recipe: impute2
3	58577457	0 days 00:07:01.000000000	Added r-calibrate package.
6	58556493	0 days 00:05:43.000000000	Fermikit dep
2	58556136	0 days 00:07:25.000000000	Add  bgt recipe
2	58556062	0 days 00:04:28.000000000	Add Fermi
2	58544686	0 days 02:11:29.000000000	Add fermi2
1	58544039	0 days 00:07:35.000000000	Silence IPython.html warnings from seaborn
3	58538451	2 days 10:20:47.000000000	Add COBRApy recipe
3	58515040	0 days 00:13:44.000000000	Add platypus-conquistador recipe
3	58514666	0 days 00:06:33.000000000	Add svviz
1	58493746	0 days 00:13:16.000000000	bump gemini to 0.18.1
5	58430838	4 days 03:26:08.000000000	beast + beagle-lib
1	58415080	0 days 00:54:00.000000000	bump pyBigWig-0.2.4 to 0.2.5
37	58408722	0 days 01:06:08.000000000	Perl: update all libraries with conda gcc
2	58365054	0 days 01:26:11.000000000	Update guidelines
4	58361959	0 days 01:24:48.000000000	Add recipe for PePr 1.0.9
1	58354551	0 days 14:29:19.000000000	Add non-python dependencies to nasp
4	58322888	2 days 20:04:17.000000000	Add libsbml recipe
2	58315146	0 days 00:10:25.000000000	Add vcflatten.
1	58303652	0 days 00:08:17.000000000	Update seqcluster
15	58268178	0 days 00:41:33.000000000	Perl: move to threaded, top level tools (step 3)
3	58260007	0 days 00:10:59.000000000	Add lastz
1	58233959	0 days 00:09:32.000000000	bump geneimpacts
3	58217682	0 days 09:18:54.000000000	Add nasp (Northern Arizona SNP Pipeline)
1	58198760	0 days 01:46:33.000000000	Add cnvkit 0.7.6
1	58191130	0 days 05:35:11.000000000	snpEff: bump to version 4.2 (chapmanb/bcbio-nextgen#1205)
4	58148590	0 days 00:14:03.000000000	Add snp-pipeline
3	58145127	0 days 00:04:12.000000000	Add testfixtures
3	58142183	0 days 00:15:37.000000000	Add pyfasta
1	58141539	0 days 00:07:59.000000000	updated osx-whitelist.txt for r-nanostringnorm and deps
2	58137480	0 days 00:18:25.000000000	Abyss recipe
2	58132645	0 days 00:08:29.000000000	 New recipe for google-sparsehash
10	58115990	0 days 00:09:27.000000000	Perl: move to threaded libraries, dependencies 2
2	58086366	0 days 00:55:29.000000000	Use prebuilt binary for Rapmap.
2	58058624	0 days 00:39:35.000000000	Add RapMap
12	58054966	0 days 01:10:01.000000000	Add r-nanostringnorm and supporting recipes
2	58051320	0 days 00:12:54.000000000	Add ropebwt2
2	58027844	0 days 00:15:44.000000000	add bioconductor SRAdb
1	57998493	0 days 02:29:12.000000000	Add flask-sqlalchemy to osx-whitelist.
3	57995297	0 days 00:20:11.000000000	Added recipe for flask-sqlalchemy.
4	57989330	0 days 18:55:41.000000000	Art sequence read simulator
1	57978304	0 days 00:00:19.000000000	Remove the development version of conda build as our previous fix has been released.
3	57974628	2 days 04:20:36.000000000	Update glpk recipe from anaconda channel
12	57968808	0 days 12:38:45.000000000	Move additional packages to use perl-threaded
3	57909877	0 days 00:17:04.000000000	Add scikit-allel
1	57902233	0 days 20:13:47.000000000	Update pybedtools
1	57872204	0 days 17:23:40.000000000	New dropbox API version.
3	57864631	0 days 00:12:08.000000000	Add r-gplots package
14	57820570	0 days 00:54:05.000000000	Perl: move dependencies to perl-threaded
3	57815522	0 days 00:49:52.000000000	Add pedagree
9	57780257	8 days 09:05:45.000000000	Docs
2	57777573	1 days 23:18:27.000000000	Removed tabs from recipe
4	57765270	0 days 00:11:16.000000000	Perl: additional Sanger Battenberg dependencies
3	57751698	0 days 00:13:28.000000000	Add semidbm recipe
3	57751427	0 days 00:06:36.000000000	Add yanc recipe
4	57736668	0 days 00:16:50.000000000	New Perl library dependencies for Battenberg
2	57733966	0 days 00:14:49.000000000	Add Minimap
5	57729692	1 days 07:19:04.000000000	adding gnuplot 4.6.0
2	57712476	0 days 00:21:35.000000000	Add recipes for miniasm and minimap
3	57707207	0 days 00:13:15.000000000	Add recipe for GraphMap
2	57706658	0 days 00:11:23.000000000	Add recipe for Perl Sub::Uplevel 0.25
2	57696698	0 days 00:09:50.000000000	New: perl-data-uuid -- dependency for Sanger tools
2	57675534	0 days 00:45:53.000000000	Add recipe for Perl Math::CDF 0.1
1	57671959	0 days 01:35:33.000000000	Recipe for sqt
3	57651910	0 days 00:09:56.000000000	Add epydoc recipe
2	57641166	0 days 00:18:58.000000000	Add recipe for clark
18	57639090	0 days 01:27:31.000000000	Add wtforms-components and dependencies.
3	57588594	0 days 11:37:57.000000000	Add R package DiscriMiner
2	57575574	0 days 13:36:17.000000000	Change Perl build to use Conda gcc
0	57560359	0 days 15:30:21.000000000	add recipe for bioconductor-gviz
2	57509480	0 days 00:17:21.000000000	Adding recipe for poRe
4	57487399	0 days 00:12:36.000000000	Update: pindel, New: arvados-cli
12	57481113	0 days 00:57:23.000000000	Add missing R deps for poRe
2	57415259	0 days 00:14:49.000000000	Add recipe for Ghostscript 9.18
0	57372146	0 days 23:10:32.000000000	Poretools
2	57360764	0 days 00:06:44.000000000	Add recipe for daligner
2	57341689	0 days 00:25:43.000000000	Ruby: ensure openssl support in build
2	57339662	0 days 03:41:35.000000000	Recipe for dazz_db
0	57336701	0 days 00:15:53.000000000	Pytest cov
1	57326958	0 days 00:03:56.000000000	Bump pyBigWig version to 0.2.4
0	57237107	0 days 00:25:17.000000000	bump to 10.1
1	57234827	9 days 00:24:08.000000000	Add kraken-all metapackage that includes jellyfish dep.
1	57218129	0 days 00:25:02.000000000	Use conda-build from master to solve issue #597 until a new version is released.
2	57180677	3 days 03:38:57.000000000	Rust and cargo packages.
2	57151383	0 days 00:13:33.000000000	Add recipe for bioconductor-mmdiff 1.10.0
2	57148235	0 days 00:11:32.000000000	Add recipe for r-gmd 0.3.3
3	57143047	0 days 00:15:35.000000000	Add recipe for rseg 0.4.9
0	57122903	0 days 00:50:14.000000000	add vsearch to osx
1	57115281	0 days 00:11:35.000000000	Bump ipython-cluster-helper to 0.5.1.
1	57097356	0 days 00:42:10.000000000	bump pybedtools version
1	57084872	0 days 00:11:23.000000000	bump deepTools version
3	57070499	0 days 02:57:34.000000000	Adding recipe for Stamp
2	57052264	0 days 00:11:50.000000000	New recipe: cage -- Changepoint Analysis for Efficient Variant Calling
3	57012504	0 days 00:11:45.000000000	Update: lumpy, svtyper, bio-vcf
0	57010528	0 days 15:45:31.000000000	Add recipe for pathtools
1	56972716	0 days 00:48:44.000000000	New Snakemake release.
